trip_index,route_index,trip_headsign,direction_id
41273,240,Ve Zlibku,0
41274,221,Zelivskeho,1
41275,874,Nadrazi Hostivar,0
41276,1163,Letnany,1
41277,1156,Zlicin,1
41278,1155,Cerny Most,0
41279,786,Haje,1
41280,190,Florenc,1
41281,464,Poliklinika Mazurska,1
41282,741,Cerny Most,0
41283,174,Hradcanska,0
41284,685,Nadrazi Klanovice-sever,1
41285,195,Sidliste Cakovice,1
41286,201,Sidliste Cakovice,1
41287,617,Sidliste Bohnice,0
41288,180,Podolska vodarna,1
41289,419,Prazska ctvrt,0
41290,895,Andel,1
41291,764,Nadrazi Veleslavin,0
41292,632,Cakovice,0
41293,549,Letiste,0
41294,106,Letiste,0
41295,19,Motol,0
41296,523,Letnany,1
41297,656,Letnany,1
41298,84,Zoologicka zahrada,0
41299,569,Florenc,0
41300,121,Na Knizeci,1
41301,49,Kacerov,1
41302,125,Na Knizeci,1
41303,194,Jizni Mesto,0
41304,193,Jizni Mesto,0
41305,226,Lehovec,0
41306,406,Vozovna Kobylisy,0
41307,356,Predni Kopanina,0
41308,900,Vozovna Motol,0
41309,626,Nadrazi Holesovice,1
41310,480,Obchodni centrum Zlicin,1
41311,658,Letnany,1
41312,396,Sidliste Cimice,0
41313,902,Sidliste Barrandov,0
41314,801,Kralovice,0
41315,377,Komorany,1
41316,536,Sidliste Lhotka,0
41317,250,Kobylisy,1
41318,355,Borislavka,1
41319,87,Zoologicka zahrada,0
41320,83,Nadrazi Holesovice,1
41321,226,Lehovec,0
41322,562,Prazskeho povstani,1
41323,375,Haje,0
41324,729,Nadrazi Hostivar,0
41325,53,Dejvicka,1
41326,805,Stara Holyne,1
41327,989,Sidliste Repy,1
41328,700,Sidliste Baba,0
41329,3,Sidliste Dablice,0
41330,116,Narodni divadlo,1
41331,876,Ustredni dilny DP,1
41332,458,Volha,1
41333,382,Domov senioru Dablice,0
41334,1000,Sidliste Repy,1
41335,183,Podolska vodarna,1
41336,1163,Letnany,1
41337,1164,Haje,0
41338,1167,Letnany,1
41339,1145,Depo Hostivar,1
41340,547,Smichovske nadrazi,1
41341,273,Olsanske hrbitovy,0
41342,874,Nadrazi Hostivar,0
41343,20,Sidliste Repy,1
41344,895,Andel,1
41345,179,Sidliste Malesice,0
41346,178,Florenc,1
41347,419,Prazska ctvrt,0
41348,633,Poliklinika Mazurska,1
41349,70,Olsanske hrbitovy,0
41350,50,Nadrazi Branik,0
41351,254,Habrova,0
41352,439,Trebonice,0
41353,24,Sidliste Repy,1
41354,737,Zahradni Mesto,0
41355,235,Cakovice,0
41356,976,Stary Hloubetin,0
41357,610,Divoka Sarka,0
41358,473,Vozovna Pankrac,0
41359,340,Sidliste Repy,1
41360,753,Sidliste Horni Pocernice,0
41361,79,Skalka,1
41362,346,Sidliste Repy,1
41363,340,Sidliste Repy,1
41364,386,Nemocnice Na Homolce,0
41365,317,Sidliste Letnany,0
41366,73,Dolni Pocernice,0
41367,102,Sidliste Sporilov,1
41368,52,Suchdol,0
41369,977,Nadrazi Podbaba,1
41370,373,Sidliste Zbraslav,1
41371,761,Nadrazi Veleslavin,0
41372,479,Dejvicka,0
41373,537,Kacerov,1
41374,420,Jizni Mesto,1
41375,965,Nove Strasnice,0
41376,976,Stary Hloubetin,0
41377,786,Haje,1
41378,405,Sidliste Modrany,1
41379,669,Sidliste Modrany,1
41380,625,Cerny Most,0
41381,496,Letnany,0
41382,115,Vystaviste,0
41383,174,Hradcanska,0
41384,145,Skalka,0
41385,1164,Haje,0
41386,1145,Depo Hostivar,1
41387,1156,Zlicin,1
41388,1163,Letnany,1
41389,84,Zoologicka zahrada,0
41390,521,Vypich,0
41391,537,Kacerov,1
41392,969,Nove Strasnice,0
41393,465,Chodov,0
41394,258,Dejvicka,1
41395,247,Dejvicka,1
41396,994,Spojovaci,0
41397,279,Zelivskeho,1
41398,625,Cerny Most,0
41399,582,Kloboucnicka,1
41400,809,Na Knizeci,0
41401,548,Na Beranku,0
41402,915,Holyne,1
41403,595,Sidliste Malesice,0
41404,763,Velka Ohrada,1
41405,810,Na Knizeci,0
41406,832,Smichovske nadrazi,1
41407,210,Ustavy Akademie ved,0
41408,83,Nadrazi Holesovice,1
41409,105,Nadrazi Veleslavin,1
41410,525,Cerny Most,1
41411,931,Vozovna Zizkov,0
41412,617,Sidliste Bohnice,0
41413,249,Poliklinika Mazurska,0
41414,330,Ustredni dilny DP,0
41415,471,Nadrazi Podbaba,1
41416,45,Brezineves,0
41417,864,Lehovec,0
41418,864,Lehovec,0
41419,593,Zelivskeho,1
41420,441,Reporyjske namesti,0
41421,124,Pod Lochkovem,0
41422,618,Kobylisy,1
41423,589,Smichovske nadrazi,0
41424,87,Zoologicka zahrada,0
41425,67,Palmovka,1
41426,594,Sidliste Malesice,0
41427,466,Chodov,0
41428,782,Lipany,0
41429,294,Ceskomoravska,0
41430,204,Na Knizeci,1
41431,995,Narodni divadlo,1
41432,1155,Cerny Most,0
41433,1166,Muzeum,0
41434,689,Zelivskeho,1
41435,339,Ustredni dilny DP,0
41436,455,Stadion Strahov,0
41437,697,Sidliste Libus,0
41438,88,Nadrazi Holesovice,1
41439,154,Hlubocepy,0
41440,178,Florenc,1
41441,365,Depo Hostivar,1
41442,698,Kacerov,1
41443,140,Na Knizeci,1
41444,189,Chodov,0
41445,190,Florenc,1
41446,434,Smichovske nadrazi,1
41447,299,Koleje Jizni Mesto,0
41448,250,Kobylisy,1
41449,640,Sidliste Petrovice,0
41450,916,Smichovske nadrazi,0
41451,252,Kobylisy,1
41452,29,Letiste,0
41453,617,Sidliste Bohnice,0
41454,219,Komorany,0
41455,641,Ohrada,0
41456,387,Na Knizeci,1
41457,762,Velka Ohrada,1
41458,130,Poliklinika Budejovicka,1
41459,65,Dolni Pocernice,0
41460,581,Smichovske nadrazi,0
41461,88,Nadrazi Holesovice,1
41462,181,Dvorce,0
41463,541,Spojovaci,0
41464,524,Nadrazi Satalice,0
41465,157,Cechovo namesti,1
41466,815,Podhori,0
41467,321,Letnany,1
41468,200,Jizni Mesto,0
41469,206,U Waltrovky,0
41470,552,Na Knizeci,1
41471,200,Jizni Mesto,0
41472,204,Na Knizeci,1
41473,172,Zlicin,1
41474,828,Cerny Most,1
41475,690,Nadrazi Uhrineves,0
41476,607,Divoka Sarka,0
41477,618,Kobylisy,1
41478,237,Palmovka,1
41479,339,Ustredni dilny DP,0
41480,878,Nadrazi Branik,1
41481,522,Kbelsky hrbitov,0
41482,977,Nadrazi Podbaba,1
41483,491,Opatov,0
41484,212,Ustavy Akademie ved,0
41485,1155,Cerny Most,0
41486,1172,Haje,0
41487,1147,Nemocnice Motol,0
41488,1164,Haje,0
41489,247,Dejvicka,1
41490,764,Nadrazi Veleslavin,0
41491,446,Haje,0
41492,277,Na Beranku,0
41493,369,Sidliste Repy,1
41494,201,Sidliste Cakovice,1
41495,446,Haje,0
41496,277,Na Beranku,0
41497,143,Zelivskeho,1
41498,540,Pankrac,1
41499,146,Smichovske nadrazi,1
41500,585,Sidliste Pisnice,1
41501,408,Vystaviste,0
41502,195,Sidliste Cakovice,1
41503,981,Vozovna Zizkov,1
41504,932,Holyne,1
41505,945,Kubanske namesti,0
41506,257,Vyhledy,0
41507,983,Sidliste Repy,1
41508,630,Kbelsky pivovar,0
41509,115,Vystaviste,0
41510,823,Kobylisy,1
41511,83,Nadrazi Holesovice,1
41512,841,Kazin,0
41513,39,Kobylisy,1
41514,291,Ceskomoravska,1
41515,66,Palmovka,1
41516,919,Kotlarka,1
41517,880,Kobylisy,0
41518,945,Kubanske namesti,0
41519,285,Ceskomoravska,1
41520,551,Na Knizeci,1
41521,246,Nove Butovice,1
41522,835,Dolni Cernosice,0
41523,407,Sidliste Modrany,1
41524,352,Dejvicka,1
41525,71,Sporilov,1
41526,828,Cerny Most,1
41527,982,Spojovaci,0
41528,106,Letiste,0
41529,43,Ladvi,1
41530,206,U Waltrovky,0
41531,1163,Letnany,1
41532,1157,Nove Butovice,1
41533,1149,Skalka,1
41534,428,Depo Hostivar,1
41535,95,Chodov,0
41536,595,Sidliste Malesice,0
41537,316,Kacerov,1
41538,682,Nadrazi Klanovice,1
41539,315,Nasirovo namesti,0
41540,156,Bane,0
41541,976,Stary Hloubetin,0
41542,684,Sidliste Rohoznik,0
41543,87,Zoologicka zahrada,0
41544,84,Zoologicka zahrada,0
41545,750,Svepravice,0
41546,864,Lehovec,0
41547,190,Florenc,1
41548,249,Poliklinika Mazurska,0
41549,649,Depo Hostivar,1
41550,756,Bryksova,1
41551,946,Vysocanska,1
41552,644,Staromestska,1
41553,189,Chodov,0
41554,529,Kavci hory,0
41555,155,Smichovske nadrazi,1
41556,459,Chodov,0
41557,758,Dolnopocernicky hrbitov,1
41558,365,Depo Hostivar,1
41559,833,Lipence,0
41560,758,Dolnopocernicky hrbitov,1
41561,211,Sidliste Skalka,1
41562,458,Volha,1
41563,493,Vinor,1
41564,359,Dolni Chabry,0
41565,28,Zlicin,1
41566,408,Vystaviste,0
41567,154,Hlubocepy,0
41568,730,Bila Hora,1
41569,799,Poliklinika Malesice,1
41570,93,Sidliste Pisnice,0
41571,861,Bila Hora,1
41572,279,Zelivskeho,1
41573,761,Nadrazi Veleslavin,0
41574,38,Simunkova,1
41575,520,Velka Ohrada,1
41576,521,Vypich,0
41577,433,Na Hvezdarne,0
41578,533,Kavci hory,0
41579,444,Florenc,1
41580,594,Sidliste Malesice,0
41581,137,Smukyrka,0
41582,988,Spojovaci,0
41583,732,Bila Hora,1
41584,904,Vozovna Motol,1
41585,53,Dejvicka,1
41586,450,Florenc,1
41587,248,Stadion Strahov,0
41588,387,Na Knizeci,1
41589,575,Sidliste Letnany,1
41590,136,Opatov,1
41591,844,Sidliste Radotin,0
41592,575,Sidliste Letnany,1
41593,1163,Letnany,1
41594,1164,Haje,0
41595,1171,Prazskeho povstani,1
41596,1148,Nemocnice Motol,0
41597,1144,Nemocnice Motol,0
41598,1156,Zlicin,1
41599,1148,Nemocnice Motol,0
41600,912,Vozovna Motol,1
41601,344,Vozovna Motol,1
41602,50,Nadrazi Branik,0
41603,175,Borislavka,1
41604,242,Bazen Hloubetin,1
41605,71,Sporilov,1
41606,226,Lehovec,0
41607,411,Vozovna Pankrac,0
41608,609,Sidliste Barrandov,1
41609,101,Smichovske nadrazi,0
41610,615,Sidliste Barrandov,1
41611,561,Seberak,0
41612,617,Sidliste Bohnice,0
41613,857,Vinicky,0
41614,327,Kotlarka,1
41615,105,Nadrazi Veleslavin,1
41616,158,Vozovna Zizkov,0
41617,861,Bila Hora,1
41618,157,Cechovo namesti,1
41619,606,Sidliste Barrandov,1
41620,970,Sidliste Barrandov,1
41621,641,Ohrada,0
41622,87,Zoologicka zahrada,0
41623,536,Sidliste Lhotka,0
41624,618,Kobylisy,1
41625,251,Sidliste Cimice,0
41626,345,Ustredni dilny DP,0
41627,926,Palackeho namesti,1
41628,530,Zelivskeho,1
41629,21,Spojovaci,0
41630,491,Opatov,0
41631,106,Letiste,0
41632,233,Sporilov,1
41633,76,Dolni Pocernice,0
41634,931,Vozovna Zizkov,0
41635,609,Sidliste Barrandov,1
41636,3,Sidliste Dablice,0
41637,894,Spejchar,0
41638,139,Kavalirka,1
41639,258,Dejvicka,1
41640,585,Sidliste Pisnice,1
41641,752,Cerny Most,1
41642,513,Vozovna Kobylisy,1
41643,832,Smichovske nadrazi,1
41644,456,Karlovo namesti,1
41645,638,Poliklinika Budejovicka,1
41646,245,Velka Ohrada,0
41647,84,Zoologicka zahrada,0
41648,132,Nadrazi Branik,0
41649,437,Luka,0
41650,566,Prazskeho povstani,1
41651,300,Strasnicka,1
41652,562,Prazskeho povstani,1
41653,966,Palackeho namesti,1
41654,274,Sidliste Petriny,1
41655,732,Bila Hora,1
41656,540,Pankrac,1
41657,731,Vypich,1
41658,227,Sporilov,1
41659,241,Bazen Hloubetin,1
41660,1175,Kacerov,0
41661,1163,Letnany,1
41662,1155,Cerny Most,0
41663,101,Smichovske nadrazi,0
41664,988,Spojovaci,0
41665,573,Jesenicka,0
41666,925,Vozovna Zizkov,0
41667,550,Obchodni centrum Ruzyne,0
41668,173,Chaplinovo namesti,0
41669,882,Kobylisy,0
41670,25,Spojovaci,0
41671,528,Nadrazi Holesovice,0
41672,446,Haje,0
41673,36,Skalka,0
41674,643,Staromestska,1
41675,178,Florenc,1
41676,407,Sidliste Modrany,1
41677,142,Zeleny pruh,0
41678,729,Nadrazi Hostivar,0
41679,549,Letiste,0
41680,446,Haje,0
41681,206,U Waltrovky,0
41682,989,Sidliste Repy,1
41683,138,Smukyrka,0
41684,364,Sidliste Rohoznik,0
41685,299,Koleje Jizni Mesto,0
41686,201,Sidliste Cakovice,1
41687,459,Chodov,0
41688,238,Miskovice,0
41689,697,Sidliste Libus,0
41690,179,Sidliste Malesice,0
41691,541,Spojovaci,0
41692,195,Sidliste Cakovice,1
41693,74,Obchodni centrum Cakovice,1
41694,995,Narodni divadlo,1
41695,175,Borislavka,1
41696,436,Depo Hostivar,0
41697,37,Sidliste Bohnice,0
41698,146,Smichovske nadrazi,1
41699,308,Nemocnice Vinohrady,1
41700,211,Sidliste Skalka,1
41701,204,Na Knizeci,1
41702,574,Jesenicka,0
41703,52,Suchdol,0
41704,626,Nadrazi Holesovice,1
41705,157,Cechovo namesti,1
41706,56,Sidliste Na Dedine,1
41707,436,Depo Hostivar,0
41708,480,Obchodni centrum Zlicin,1
41709,763,Velka Ohrada,1
41710,292,Sidliste Cimice,1
41711,724,Nadrazi Hostivar,0
41712,527,Cerny Most,1
41713,1156,Zlicin,1
41714,1167,Letnany,1
41715,109,Vystaviste,0
41716,52,Suchdol,0
41717,193,Jizni Mesto,0
41718,466,Chodov,0
41719,680,Nadrazi Klanovice,1
41720,194,Jizni Mesto,0
41721,847,Obchodni centrum Sarska,0
41722,794,Benice,0
41723,273,Olsanske hrbitovy,0
41724,664,Ustredni dilny DP,0
41725,194,Jizni Mesto,0
41726,221,Zelivskeho,1
41727,686,Nepasicke namesti,0
41728,317,Sidliste Letnany,0
41729,254,Habrova,0
41730,145,Skalka,0
41731,253,Zelivskeho,1
41732,282,Ceskomoravska,1
41733,762,Velka Ohrada,1
41734,456,Karlovo namesti,1
41735,127,Na Knizeci,1
41736,49,Kacerov,1
41737,397,Kobylisy,1
41738,795,Poliklinika Malesice,1
41739,106,Letiste,0
41740,180,Podolska vodarna,1
41741,369,Sidliste Repy,1
41742,822,Namesti Bratri Synku,0
41743,145,Skalka,0
41744,50,Nadrazi Branik,0
41745,219,Komorany,0
41746,626,Nadrazi Holesovice,1
41747,289,Ceskomoravska,1
41748,932,Holyne,1
41749,547,Smichovske nadrazi,1
41750,296,U Zvonu,0
41751,123,Na Knizeci,1
41752,520,Velka Ohrada,1
41753,480,Obchodni centrum Zlicin,1
41754,911,Smichovske nadrazi,0
41755,49,Kacerov,1
41756,183,Podolska vodarna,1
41757,871,Sidliste Rohoznik,0
41758,1145,Depo Hostivar,1
41759,1150,Depo Hostivar,1
41760,1155,Cerny Most,0
41761,1164,Haje,0
41762,873,Divoka Sarka,1
41763,819,Zamky,1
41764,420,Jizni Mesto,1
41765,528,Nadrazi Holesovice,0
41766,124,Pod Lochkovem,0
41767,94,Kacerov,1
41768,589,Smichovske nadrazi,0
41769,595,Sidliste Malesice,0
41770,386,Nemocnice Na Homolce,0
41771,753,Sidliste Horni Pocernice,0
41772,108,Sidliste Barrandov,1
41773,574,Jesenicka,0
41774,641,Ohrada,0
41775,290,Poliklinika Prosek,0
41776,983,Sidliste Repy,1
41777,594,Sidliste Malesice,0
41778,617,Sidliste Bohnice,0
41779,946,Vysocanska,1
41780,631,Poliklinika Mazurska,1
41781,6,Sidliste Petriny,1
41782,284,Poliklinika Prosek,0
41783,946,Vysocanska,1
41784,843,Smichovske nadrazi,1
41785,70,Olsanske hrbitovy,0
41786,479,Dejvicka,0
41787,221,Zelivskeho,1
41788,239,Ve Zlibku,0
41789,618,Kobylisy,1
41790,873,Divoka Sarka,1
41791,261,Bavorska,0
41792,240,Ve Zlibku,0
41793,643,Staromestska,1
41794,982,Spojovaci,0
41795,251,Sidliste Cimice,0
41796,547,Smichovske nadrazi,1
41797,698,Kacerov,1
41798,419,Prazska ctvrt,0
41799,294,Ceskomoravska,0
41800,523,Letnany,1
41801,405,Sidliste Modrany,1
41802,697,Sidliste Libus,0
41803,426,Ve Zlibku,0
41804,246,Nove Butovice,1
41805,102,Sidliste Sporilov,1
41806,266,Mototechna,0
41807,464,Poliklinika Mazurska,1
41808,633,Poliklinika Mazurska,1
41809,806,Filmove ateliery Barrandov,0
41810,405,Sidliste Modrany,1
41811,973,Ustredni dilny DP,0
41812,743,Nadrazi Klanovice-sever,1
41813,1163,Letnany,1
41814,181,Dvorce,0
41815,473,Vozovna Pankrac,0
41816,204,Na Knizeci,1
41817,915,Holyne,1
41818,568,Nemocnice pod Petrinem,1
41819,763,Velka Ohrada,1
41820,24,Sidliste Repy,1
41821,464,Poliklinika Mazurska,1
41822,766,Nove Vokovice,0
41823,25,Spojovaci,0
41824,19,Motol,0
41825,260,Dejvicka,1
41826,721,Zahradni Mesto,0
41827,29,Letiste,0
41828,179,Sidliste Malesice,0
41829,116,Narodni divadlo,1
41830,146,Smichovske nadrazi,1
41831,156,Bane,0
41832,530,Zelivskeho,1
41833,406,Vozovna Kobylisy,0
41834,931,Vozovna Zizkov,0
41835,737,Zahradni Mesto,0
41836,965,Nove Strasnice,0
41837,688,Jizni Mesto,0
41838,105,Nadrazi Veleslavin,1
41839,473,Vozovna Pankrac,0
41840,20,Sidliste Repy,1
41841,795,Poliklinika Malesice,1
41842,259,I. P. Pavlova,0
41843,44,Ladvi,1
41844,588,Smichovske nadrazi,0
41845,994,Spojovaci,0
41846,994,Spojovaci,0
41847,267,Dejvicka,1
41848,513,Vozovna Kobylisy,1
41849,98,Nove Komorany,0
41850,635,Haje,0
41851,858,Zlicin,1
41852,28,Zlicin,1
41853,511,Haje,0
41854,537,Kacerov,1
41855,426,Ve Zlibku,0
41856,374,Haje,0
41857,128,Pod Lochkovem,0
41858,190,Florenc,1
41859,512,Haje,0
41860,354,Nebusice,0
41861,999,Spojovaci,0
41862,83,Nadrazi Holesovice,1
41863,15,Sidliste Repy,1
41864,604,Vozovna Motol,0
41865,995,Narodni divadlo,1
41866,747,Klanovice,0
41867,625,Cerny Most,0
41868,878,Nadrazi Branik,1
41869,895,Andel,1
41870,84,Zoologicka zahrada,0
41871,562,Prazskeho povstani,1
41872,455,Stadion Strahov,0
41873,53,Dejvicka,1
41874,250,Kobylisy,1
41875,582,Kloboucnicka,1
41876,87,Zoologicka zahrada,0
41877,140,Na Knizeci,1
41878,87,Zoologicka zahrada,0
41879,902,Sidliste Barrandov,0
41880,548,Na Beranku,0
41881,997,Vozovna Zizkov,0
41882,249,Poliklinika Mazurska,0
41883,729,Nadrazi Hostivar,0
41884,561,Seberak,0
41885,84,Zoologicka zahrada,0
41886,666,Nadrazi Branik,1
41887,698,Kacerov,1
41888,489,Cerny Most,1
41889,189,Chodov,0
41890,1163,Letnany,1
41891,1164,Haje,0
41892,1166,Muzeum,0
41893,1144,Nemocnice Motol,0
41894,1156,Zlicin,1
41895,1155,Cerny Most,0
41896,687,Zelivskeho,1
41897,479,Dejvicka,0
41898,300,Strasnicka,1
41899,330,Ustredni dilny DP,0
41900,373,Sidliste Zbraslav,1
41901,70,Olsanske hrbitovy,0
41902,874,Nadrazi Hostivar,0
41903,184,Dvorce,0
41904,189,Chodov,0
41905,273,Olsanske hrbitovy,0
41906,598,Nadrazi Branik,0
41907,206,U Waltrovky,0
41908,610,Divoka Sarka,0
41909,181,Dvorce,0
41910,581,Smichovske nadrazi,0
41911,471,Nadrazi Podbaba,1
41912,956,Radlicka,1
41913,24,Sidliste Repy,1
41914,174,Hradcanska,0
41915,233,Sporilov,1
41916,339,Ustredni dilny DP,0
41917,65,Dolni Pocernice,0
41918,759,Nove Vokovice,0
41919,245,Velka Ohrada,0
41920,227,Sporilov,1
41921,227,Sporilov,1
41922,387,Na Knizeci,1
41923,46,Smichovske nadrazi,0
41924,455,Stadion Strahov,0
41925,420,Jizni Mesto,1
41926,920,Sidliste Barrandov,0
41927,233,Sporilov,1
41928,52,Suchdol,0
41929,854,Nadrazi Radotin,1
41930,38,Simunkova,1
41931,90,Pisnice,0
41932,762,Velka Ohrada,1
41933,737,Zahradni Mesto,0
41934,235,Cakovice,0
41935,206,U Waltrovky,0
41936,237,Palmovka,1
41937,322,Letnany,1
41938,970,Sidliste Barrandov,1
41939,755,Obchodni centrum Cerny Most,0
41940,1172,Haje,0
41941,1164,Haje,0
41942,1156,Zlicin,1
41943,1163,Letnany,1
41944,42,Dablice,0
41945,823,Kobylisy,1
41946,83,Nadrazi Holesovice,1
41947,520,Velka Ohrada,1
41948,610,Divoka Sarka,0
41949,74,Obchodni centrum Cakovice,1
41950,894,Spejchar,0
41951,617,Sidliste Bohnice,0
41952,533,Kavci hory,0
41953,466,Chodov,0
41954,597,Narodni divadlo,1
41955,143,Zelivskeho,1
41956,618,Kobylisy,1
41957,465,Chodov,0
41958,579,Kacerov,1
41959,71,Sporilov,1
41960,728,Vozovna Vokovice,0
41961,471,Nadrazi Podbaba,1
41962,102,Sidliste Sporilov,1
41963,932,Holyne,1
41964,246,Nove Butovice,1
41965,844,Sidliste Radotin,0
41966,6,Sidliste Petriny,1
41967,529,Kavci hory,0
41968,200,Jizni Mesto,0
41969,945,Kubanske namesti,0
41970,209,Skalka,1
41971,309,Zelivskeho,1
41972,158,Vozovna Zizkov,0
41973,174,Hradcanska,0
41974,106,Letiste,0
41975,386,Nemocnice Na Homolce,0
41976,803,Depo Hostivar,1
41977,406,Vozovna Kobylisy,0
41978,536,Sidliste Lhotka,0
41979,115,Vystaviste,0
41980,219,Komorany,0
41981,1146,Skalka,1
41982,1171,Prazskeho povstani,1
41983,1144,Nemocnice Motol,0
41984,96,Dejvicka,1
41985,878,Nadrazi Branik,1
41986,977,Nadrazi Podbaba,1
41987,142,Zeleny pruh,0
41988,89,Kacerov,1
41989,366,Poliklinika Petriny,0
41990,16,Spojovaci,0
41991,274,Sidliste Petriny,1
41992,536,Sidliste Lhotka,0
41993,116,Narodni divadlo,1
41994,81,Skalka,1
41995,646,Bezdekovska,0
41996,137,Smukyrka,0
41997,397,Kobylisy,1
41998,123,Na Knizeci,1
41999,106,Letiste,0
42000,41,Sidliste Bohnice,0
42001,292,Sidliste Cimice,1
42002,179,Sidliste Malesice,0
42003,235,Cakovice,0
42004,831,Haje,0
42005,529,Kavci hory,0
42006,548,Na Beranku,0
42007,593,Zelivskeho,1
42008,245,Velka Ohrada,0
42009,831,Haje,0
42010,608,Vozovna Vokovice,0
42011,872,Cerny Most,1
42012,688,Jizni Mesto,0
42013,119,Narodni divadlo,1
42014,277,Na Beranku,0
42015,450,Florenc,1
42016,315,Nasirovo namesti,0
42017,252,Kobylisy,1
42018,533,Kavci hory,0
42019,873,Divoka Sarka,1
42020,444,Florenc,1
42021,1156,Zlicin,1
42022,1164,Haje,0
42023,1155,Cerny Most,0
42024,456,Karlovo namesti,1
42025,874,Nadrazi Hostivar,0
42026,101,Smichovske nadrazi,0
42027,288,Novoborska,0
42028,916,Smichovske nadrazi,0
42029,212,Ustavy Akademie ved,0
42030,983,Sidliste Repy,1
42031,237,Palmovka,1
42032,233,Sporilov,1
42033,80,Dubec,0
42034,37,Sidliste Bohnice,0
42035,845,Nadrazi Radotin,0
42036,894,Spejchar,0
42037,283,Novoborska,0
42038,143,Zelivskeho,1
42039,959,Nove Strasnice,0
42040,105,Nadrazi Veleslavin,1
42041,561,Seberak,0
42042,251,Sidliste Cimice,0
42043,925,Vozovna Zizkov,0
42044,530,Zelivskeho,1
42045,180,Podolska vodarna,1
42046,83,Nadrazi Holesovice,1
42047,65,Dolni Pocernice,0
42048,982,Spojovaci,0
42049,84,Zoologicka zahrada,0
42050,175,Borislavka,1
42051,989,Sidliste Repy,1
42052,428,Depo Hostivar,1
42053,752,Cerny Most,1
42054,183,Podolska vodarna,1
42055,227,Sporilov,1
42056,587,Haje,1
42057,157,Cechovo namesti,1
42058,522,Kbelsky hrbitov,0
42059,945,Kubanske namesti,0
42060,855,Sidliste Radotin,0
42061,443,Luka,0
42062,970,Sidliste Barrandov,1
42063,87,Zoologicka zahrada,0
42064,771,Velka Ohrada,1
42065,227,Sporilov,1
42066,178,Florenc,1
42067,190,Florenc,1
42068,580,Smichovske nadrazi,0
42069,1163,Letnany,1
42070,1155,Cerny Most,0
42071,340,Sidliste Repy,1
42072,311,Poliklinika Malesice,0
42073,292,Sidliste Cimice,1
42074,195,Sidliste Cakovice,1
42075,626,Nadrazi Holesovice,1
42076,201,Sidliste Cakovice,1
42077,685,Nadrazi Klanovice-sever,1
42078,698,Kacerov,1
42079,802,Sidliste Uhrineves,0
42080,550,Obchodni centrum Ruzyne,0
42081,730,Bila Hora,1
42082,250,Kobylisy,1
42083,872,Cerny Most,1
42084,480,Obchodni centrum Zlicin,1
42085,895,Andel,1
42086,359,Dolni Chabry,0
42087,904,Vozovna Motol,1
42088,1000,Sidliste Repy,1
42089,226,Lehovec,0
42090,253,Zelivskeho,1
42091,95,Chodov,0
42092,751,Cerny Most,1
42093,226,Lehovec,0
42094,158,Vozovna Zizkov,0
42095,21,Spojovaci,0
42096,864,Lehovec,0
42097,87,Zoologicka zahrada,0
42098,204,Na Knizeci,1
42099,274,Sidliste Petriny,1
42100,95,Chodov,0
42101,145,Skalka,0
42102,332,Vozovna Motol,1
42103,575,Sidliste Letnany,1
42104,316,Kacerov,1
42105,643,Staromestska,1
42106,419,Prazska ctvrt,0
42107,458,Volha,1
42108,569,Florenc,0
42109,25,Spojovaci,0
42110,521,Vypich,0
42111,279,Zelivskeho,1
42112,53,Dejvicka,1
42113,84,Zoologicka zahrada,0
42114,52,Suchdol,0
42115,541,Spojovaci,0
42116,760,Velka Ohrada,1
42117,489,Cerny Most,1
42118,206,U Waltrovky,0
42119,396,Sidliste Cimice,0
42120,697,Sidliste Libus,0
42121,3,Sidliste Dablice,0
42122,247,Dejvicka,1
42123,189,Chodov,0
42124,989,Sidliste Repy,1
42125,787,Nedvezi,0
42126,976,Stary Hloubetin,0
42127,966,Palackeho namesti,1
42128,617,Sidliste Bohnice,0
42129,781,Haje,1
42130,848,Zlicin,1
42131,861,Bila Hora,1
42132,408,Vystaviste,0
42133,861,Bila Hora,1
42134,1164,Haje,0
42135,1163,Letnany,1
42136,1144,Nemocnice Motol,0
42137,1167,Letnany,1
42138,1145,Depo Hostivar,1
42139,340,Sidliste Repy,1
42140,346,Sidliste Repy,1
42141,540,Pankrac,1
42142,977,Nadrazi Podbaba,1
42143,183,Podolska vodarna,1
42144,226,Lehovec,0
42145,405,Sidliste Modrany,1
42146,458,Volha,1
42147,606,Sidliste Barrandov,1
42148,574,Jesenicka,0
42149,142,Zeleny pruh,0
42150,49,Kacerov,1
42151,106,Letiste,0
42152,573,Jesenicka,0
42153,317,Sidliste Letnany,0
42154,547,Smichovske nadrazi,1
42155,236,Palmovka,1
42156,523,Letnany,1
42157,641,Ohrada,0
42158,50,Nadrazi Branik,0
42159,83,Nadrazi Holesovice,1
42160,882,Kobylisy,0
42161,618,Kobylisy,1
42162,537,Kacerov,1
42163,89,Kacerov,1
42164,210,Ustavy Akademie ved,0
42165,257,Vyhledy,0
42166,357,Borislavka,1
42167,988,Spojovaci,0
42168,926,Palackeho namesti,1
42169,248,Stadion Strahov,0
42170,734,Vypich,1
42171,753,Sidliste Horni Pocernice,0
42172,180,Podolska vodarna,1
42173,102,Sidliste Sporilov,1
42174,609,Sidliste Barrandov,1
42175,91,Tocna,0
42176,976,Stary Hloubetin,0
