stop_index,stop_name
2695,Krejcarek
2696,Krejcarek
2697,Ocelarska
2698,Ocelarska
2699,Michelangelova
2700,Michelangelova
2701,Nad Marketou
2702,Nad Marketou
2703,U Kundratky
2704,U Kundratky
2705,Oderska
2706,Oderska
2707,Jitrni
2708,Jitrni
2709,Letiste
2710,Schengenska
2711,Bryksova
2712,Bohdalecka
2713,Bohdalecka
2714,Nemocnice Na Homolce
2715,Nemocnice Na Homolce
2716,V Liskach
2717,Stepnice
2718,Sidlistni
2719,Sidlistni
2720,Dolni Mecholupy
2721,Dolni Mecholupy
2722,Na Safrance
2723,Na Safrance
2724,Polesna
2725,Sidliste Cakovice
2726,Sidliste Cakovice
2727,Sovenicka
2728,Sovenicka
2729,Kbelsky hrbitov
2730,Kbelsky hrbitov
2731,Kbelsky hrbitov
2732,Ctenicky zamek
2733,Ctenicky zamek
2734,Ctenice
2735,Ctenice
2736,Rousinovska
2737,Rousinovska
2738,Vinice
2739,Vinice
2740,Zamasska
2741,Zamasska
2742,Velka Ohrada
2743,Velka Ohrada
2744,Za Pavilonem
2745,Za Pavilonem
2746,Petyrkova
2747,Petyrkova
2748,Nymburska
2749,Nymburska
2750,U Pruhonu
2751,Zahradnickova
2752,Cervenanskeho
2753,Cervenanskeho
2754,Steparska
2755,Steparska
2756,Zahorskeho
2757,Zahorskeho
2758,V Remizku
2759,Grussova
2760,Grussova
2761,Breitcetlova
2762,Breitcetlova
2763,Bucharova
2764,Bucharova
2765,Pod Chodovem
2766,Pod Chodovem
2767,Mestsky archiv
2768,U Drahane
2769,U Drahane
2770,Bohnicke udoli
2771,Bohnicke udoli
2772,Stodulky
2773,Stodulky
2774,Stodulky
2775,Stodulky
2776,Zlicin
2777,Zlicin
2778,Zlicin
2779,Zlicin
2780,Zlicin
2781,Valticka
2782,Valticka
2783,Stary Prosek
2784,Stary Prosek
2785,Stary Prosek
2786,Stary Prosek
2787,Nad Zlichovem
2788,Nad Zlichovem
2789,Nadrazi Zvahov - Proslunena
2790,Hurka
2791,Hurka
2792,Hurka
2793,Hurka
2794,Hurka
2795,Hurka
2796,Zvahov
2797,Pod Zvahovem
2798,Piskova
2799,Piskova
2800,Obchodni namesti
2801,Obchodni namesti
2802,Nadrazi Zvahov - V Nasypu
2803,Univerzitni
2804,Univerzitni
2805,Rtynska
2806,Rtynska
2807,Stara obec
2808,Skola Dolni Pocernice
2809,Skola Dolni Pocernice
2810,U Pocernickeho rybnika
2811,U Pocernickeho rybnika
2812,Bezdekovska
2813,Bezdekovska
2814,Nadrazi Ruzyne
2815,Nadrazi Ruzyne
2816,Nadrazi Ruzyne
2817,Nadrazi Ruzyne
2818,Brodecka
2819,Brodecka
2820,U Prioru
2821,U Prioru
2822,Ruzynsky velkoobchod
2823,Ruzynsky velkoobchod
2824,Ceskolipska
2825,Ceskolipska
2826,Planicka
2827,Lahovska
2828,Starolazenska
2829,Starolazenska
2830,Solna
2831,Dreyerova
2832,Dreyerova
2833,Vajgarska
2834,Vajgarska
2835,Litovicky potok
2836,Litovicky potok
2837,Radnice Repy
2838,Radnice Repy
2839,Stary Zlicin
2840,Stary Zlicin
2841,K Hajum
2842,K Hajum
2843,Raichlova
2844,Raichlova
2845,Pruhonsky haj
2846,Pruhonsky haj
2847,Choceradska
2848,Donatellova
2849,Donatellova
2850,Sidliste Na Grosi
2851,Sidliste Na Grosi
2852,Lipence
2853,Lipence
2854,U Pruseku
2855,U Pruseku
2856,Bazen Hloubetin
2857,Bazen Hloubetin
2858,Basteckeho
2859,Basteckeho
2860,K Netlukam
2861,K Netlukam
2862,Obchodni centrum Cerny Most
2863,Obchodni centrum Cerny Most
2864,Barrandovska
2865,Obchodni centrum Sarska
2866,Obchodni centrum Sarska
2867,Ametystova
2868,Drevarska
2869,Drevarska
2870,Jezovicka
2871,Jezovicka
2872,Pracska
2873,Pracska
2874,U Tabulky
2875,U Tabulky
2876,Stavebni zona Horni Pocernice
2877,K Ricanum
2878,K Ricanum
2879,Obchodni centrum Ruzyne
2880,Obchodni centrum Ruzyne
2881,Butovicka
2882,Butovicka
2883,Pod Lochkovem
2884,Pod Lochkovem
2885,Sidliste Skalka
2886,Sidliste Skalka
2887,Blazimska
2888,Chynovska
2889,Knovizska
2890,Otakara Vrby
2891,Hasicska
2892,Bachova
2893,Bachova
2894,Frantiska Veseleho
2895,Pacericka
2896,Do Certous
2897,Sezemicka
2898,Podnikatelska
2899,Podnikatelska
2900,Kodymova
2901,Vlastiborska
2902,Rajecka
2903,Rajecka
2904,Cernicka
2905,Terezinska
2906,Svatonovicka
2907,Svatonovicka
2908,U Bileho Mlynku
2909,U Bileho Mlynku
2910,Poliklinika Frydecka
2911,Poliklinika Frydecka
2912,Sumperska
2913,Sumperska
2914,Trinecka
2915,Trinecka
2916,Priborska
2917,Priborska
2918,K Drsnici
2919,K Horomericum
2920,K Horomericum
2921,Kabesova
2922,Kabesova
2923,Vyskocilova
2924,Vyskocilova
2925,Za Skalkou
2926,Za Skalkou
2927,Na Formance
2928,Na Formance
2929,U Mezniku
2930,U Mezniku
2931,K Austisu
2932,Diskarska
2933,Diskarska
2934,Marianske namesti
2935,Marianske namesti
2936,Truhlarska
2937,Hradebni
2938,Hradebni
2939,Kundratka
2940,Kundratka
2941,Sicherova
2942,Sicherova
2943,Za Kaplickou
2944,Netrebicka
2945,Cholupice
2946,Cholupice
2947,Hrazanska
2948,Hrazanska
2949,K Chatam
2950,Posta Ujezd nad Lesy
2951,Posta Ujezd nad Lesy
2952,Nadrazi Bechovice stred
2953,Nadrazi Bechovice stred
2954,Skola Velka Chuchle
2955,Valcha
2956,Valcha
2957,Ivancicka
2958,Radnice Praha 12
2959,Sportovni centrum Horni Pocernice
2960,Sportovni centrum Horni Pocernice
2961,Pod Skolou
2962,Namesti Olgy Scheinpflugove
2963,Namesti Olgy Scheinpflugove
2964,Holyne
2965,Holyne
2966,Volynska
2967,Volynska
2968,Zaveska
2969,Zaveska
2970,Dvorni
2971,Cholupicky hrbitov
2972,Cholupicky hrbitov
2973,Delostrelecka
2974,Delostrelecka
2975,Sidliste Uhrineves
2976,Sidliste Uhrineves
2977,Jilemnicka
2978,Jilemnicka
2979,Pod Nouzovem
2980,Pod Nouzovem
2981,Dolnopocernicky hrbitov
2982,Holysovska
2983,Holysovska
2984,Sportovni centrum Repy
2985,Sportovni centrum Repy
2986,Ceskomalinska
2987,Ceskomalinska
2988,Rooseveltova
2989,Rooseveltova
2990,Kbelsky lesopark
2991,Kbelsky lesopark
2992,OC Stromovka
2993,Nemocnice Bohnice - Hlavni vratnice
2994,Nemocnice Bohnice - Hlavni vratnice
2995,Nemocnice Bohnice - Reditelstvi
2996,Nemocnice Bohnice - Divadlo Za plotem
2997,Nemocnice Bohnice
2998,Nemocnice Bohnice - Interna
2999,Nemocnice Bohnice - Centralni terapie
3000,U Rumpalu
3001,Prebslova
3002,Prebslova
3003,Sukovska
3004,Sukovska
3005,Nadrazi Zahradni Mesto
3006,Nadrazi Zahradni Mesto
3007,Kotorska
3008,Kotorska
3009,Obchodni centrum Chuchle
3010,Lukasova
3011,Lukasova
3012,U Prdlavky
3013,U Prdlavky
3014,Park Rajska zahrada
3015,Park Rajska zahrada
3016,Milova
3017,Milova
3018,Sporkova
3019,Nemocnice pod Petrinem
3020,Nemocnice Vinohrady
3021,Nemocnice Vinohrady
3022,Petrske namesti
3023,Petrske namesti
3024,Hastalske namesti
3025,U Stare skoly
3026,Parizska
3027,Staromestske namesti
3028,Masna
3029,Ohradni
3030,Holoubkovska
3031,Holoubkovska
3032,Nemocnice Bulovka
3033,Nemocnice Bulovka - gynekologie
3034,Nemocnice Bulovka - onkologie
3035,Raposovska
3036,Raposovska
3037,Slatinanska
3038,Slatinanska
3039,Lanska
3040,Lanska
3041,Novozamecka
3042,Novozamecka
3043,K Lesoparku
3044,K Lesoparku
3045,Ke Hrazi
3046,Studenecka
3047,Ke Hrazi
3048,Susicka
3049,Susicka
3050,Pernerova
3051,Pernerova
3052,Selskych baterii
3053,Selskych baterii
3054,Sediveho
3055,Sediveho
3056,K Trninam
3057,K Trninam
3058,Sekericka
3059,Privozni
3060,Privozni
3061,V Pristavu
3062,V Pristavu
3063,Pristav Holesovice
3064,Pristav Holesovice
3065,Osadni
3066,Osadni
3067,Rezacovo namesti
3068,U Vody
3069,U Vody
3070,Norbertov
3071,Norbertov
3072,Namesti Pred Bateriemi
3073,Namesti Pred Bateriemi
3074,Talichova
3075,Talichova
3076,U Vojenske nemocnice
3077,U Vojenske nemocnice
3078,Poliklinika Petriny
3079,Poliklinika Petriny
3080,Livornska
3081,Livornska
3082,Ke Krizi
3083,Ke Krizi
3084,Novochuchelska
3085,Novochuchelska
3086,Mrkosova
3087,Mrkosova
3088,Na Hvezdarne
3089,Na Hvezdarne
3090,Novoborska
3091,Navetrna
3092,Sklenarka
3093,Sklenarka
3094,U Trezorky
3095,U Trezorky
3096,U Trezorky
3097,Nadrazi Cakovice
3098,Nadrazi Cakovice
3099,Ve Smeckach
3100,Matejska
3101,Matejska
3102,Sidliste Baba
3103,Radnice Praha 6
3104,Radnice Praha 6
3105,Studentsky dum
3106,Studentsky dum
3107,Narodni technicka knihovna
3108,Narodni technicka knihovna
3109,Kolova
3110,Vinicky
3111,Pribramska
3112,Dehtinska
3113,Vojeticka
3114,Zdicka
3115,Nad Konvarkou
3116,Kutvirtova
3117,Kutvirtova
3118,Nad Laurovou
3119,Nad Laurovou
3120,Storkanova
3121,Storkanova
3122,Smichovsky hrbitov
3123,Smichovsky hrbitov
3124,Mrazovka
3125,Mrazovka
3126,Cerny vrch
3127,Cerny vrch
3128,U Blazenky
3129,Kvetinkova
3130,Nove Komorany
3131,Nove Komorany
3132,Jizbicka
3133,Nad Divcimi hrady
3134,Dvorakova
3135,Dvorakova
3136,Kardausova
3137,Novy Zlicin
3138,Na Fabiance
3139,Na Fabiance
3140,K Juliane
3141,K Juliane
3142,Dopravni hriste Vypich
3143,Dopravni hriste Vypich
3144,Valdstejnske namesti
3145,Poliklinika Lipa
3146,Poliklinika Lipa
3147,Za Mototechnou
3148,Za Mototechnou
3149,Ordovicka
3150,Ordovicka
3151,Kbelsky pivovar
3152,Kbelsky pivovar
3153,Polesovicka
3154,Polesovicka
3155,Pilovska
3156,Pilovska
3157,Blatov sever
3158,Nepasicke namesti
3159,U Radialy
3160,U Radialy
3161,Winklerova
3162,Winklerova
3163,Poliklinika Cumpelikova
3164,Poliklinika Cumpelikova
3165,Kobyliska strelnice
3166,Kobyliska strelnice
3167,Domov senioru Dablice
3168,Domov senioru Dablice
3169,Za Novakovou zahradou
3170,Za Novakovou zahradou
3171,Milicov
3172,Vonkova
3173,Vonkova
3174,Vsestarska
3175,Vsestarska
3176,K Zelenci
3177,Krnovicka
3178,Bukovinska
3179,Bukovinska
3180,Wagnerova
3181,Wagnerova
3182,Podluzanska
3183,Podluzanska
3184,Obchodni centrum Zlicin
3185,Obchodni centrum Zlicin
3186,Nad Rybnikem
3187,Hlavkova
3188,Hlavkova
3189,Hrdlorezska
3190,Hrdlorezska
3191,Na Lukach
3192,Na Lukach
3193,Mezitratova
3194,Vinorska
3195,Kazin
3196,Dolni Cernosice
3197,Ke Kazinu
3198,Ke Kazinu
3199,U Zlabku
3200,Ke Sterkovne
3201,Ke Sterkovne
3202,Na Lhotkach
3203,Na Lhotkach
3204,Dolnocernosicka
3205,Dolnocernosicka
3206,Cholupicke namesti
3207,Cholupicke namesti
3208,Sovakova
3209,Sovakova
3210,Malesicky park
3211,Malesicky park
3212,U Jahodnice
3213,U Jahodnice
3214,Dercsenyiho
3215,Dercsenyiho
3216,Na Svecence
3217,Na Svecence
3218,Chodovicka
3219,Chodovicka
3220,Pavlisovska
3221,Pavlisovska
3222,Parkoviste Trojsky most
3223,Vinorsky zamek
3224,Vinorsky zamek
3225,U Uhrineveske obory
3226,Becovska
3227,Becovska
3228,Dubecsky hrbitov
3229,Dubecsky hrbitov
3230,Perspektivni
3231,Perspektivni
3232,Logisticka zona Horni Pocernice
3233,Breclavska
3234,Breclavska
